,SEX,RAC1P
54510,2.0,6.0
204611,2.0,8.0
207937,1.0,1.0
737620,2.0,1.0
966230,1.0,1.0
1273399,1.0,1.0
1391458,2.0,5.0
1386241,1.0,2.0
782217,2.0,1.0
1053596,2.0,1.0
799053,1.0,1.0
1491497,1.0,1.0
348140,1.0,1.0
693213,1.0,6.0
41406,2.0,1.0
751318,1.0,6.0
476685,2.0,6.0
353649,1.0,1.0
692408,1.0,1.0
1582513,2.0,1.0
32668,1.0,1.0
625678,1.0,6.0
194027,2.0,1.0
1251960,2.0,1.0
71686,1.0,1.0
533400,1.0,1.0
1164277,2.0,1.0
537539,1.0,8.0
484288,2.0,1.0
1158262,2.0,1.0
583445,1.0,1.0
178611,1.0,8.0
519830,1.0,1.0
1426278,2.0,1.0
46409,1.0,1.0
1351622,1.0,1.0
500244,2.0,1.0
73025,2.0,9.0
640148,2.0,1.0
424055,2.0,1.0
267373,2.0,1.0
73807,1.0,1.0
1365609,1.0,1.0
573154,1.0,1.0
1503564,1.0,1.0
182799,2.0,1.0
1221937,1.0,6.0
52761,1.0,1.0
427374,2.0,8.0
505866,1.0,1.0
1397565,1.0,1.0
519803,1.0,1.0
969993,2.0,1.0
1052730,2.0,1.0
105729,2.0,1.0
1451855,2.0,1.0
115691,2.0,1.0
211244,1.0,1.0
1040158,2.0,1.0
627696,2.0,1.0
202360,1.0,1.0
165159,1.0,1.0
420181,2.0,1.0
453577,1.0,1.0
825005,1.0,1.0
157902,1.0,1.0
285845,1.0,1.0
568643,1.0,6.0
881134,2.0,1.0
402410,2.0,1.0
1575472,2.0,1.0
1623290,1.0,1.0
599124,2.0,1.0
29060,2.0,3.0
604598,2.0,1.0
1529699,2.0,1.0
1536331,2.0,1.0
289856,2.0,1.0
238905,1.0,8.0
1576515,2.0,1.0
728645,2.0,1.0
1001077,1.0,1.0
964156,2.0,1.0
853355,2.0,1.0
1123328,1.0,1.0
440084,2.0,9.0
1466156,2.0,1.0
132468,1.0,1.0
604374,1.0,1.0
178463,1.0,1.0
1065707,2.0,1.0
1088900,1.0,1.0
1282856,1.0,1.0
194078,2.0,8.0
369973,2.0,1.0
1090270,1.0,9.0
1213782,1.0,1.0
395256,1.0,1.0
564766,2.0,2.0
1091978,2.0,1.0
788513,2.0,1.0
572736,1.0,1.0
568454,1.0,1.0
6161,2.0,2.0
1165968,2.0,1.0
570900,2.0,8.0
1581278,2.0,1.0
792419,2.0,1.0
833313,2.0,2.0
1022519,1.0,1.0
12375,2.0,1.0
584252,2.0,1.0
57221,1.0,1.0
56730,2.0,1.0
1057564,2.0,1.0
503303,2.0,1.0
922088,1.0,1.0
917342,1.0,1.0
1395320,1.0,8.0
698672,2.0,6.0
553707,2.0,1.0
961572,2.0,1.0
688446,1.0,9.0
1553148,1.0,6.0
878494,1.0,1.0
1173116,2.0,1.0
576868,2.0,1.0
396106,1.0,1.0
1488047,1.0,1.0
1209028,1.0,1.0
515322,2.0,1.0
635253,1.0,1.0
956119,2.0,1.0
1484422,1.0,1.0
807586,1.0,1.0
359278,2.0,1.0
25572,2.0,1.0
799177,2.0,1.0
671835,2.0,1.0
629650,2.0,1.0
93410,2.0,1.0
715878,2.0,1.0
205822,2.0,6.0
1186489,1.0,1.0
1394983,1.0,2.0
914063,1.0,2.0
911844,1.0,1.0
370070,1.0,1.0
575586,2.0,1.0
667605,1.0,8.0
1010884,2.0,1.0
1476051,1.0,1.0
1088218,1.0,1.0
1632414,2.0,1.0
1595694,2.0,1.0
1499345,1.0,1.0
1309787,2.0,1.0
702378,2.0,1.0
576132,2.0,1.0
400046,2.0,1.0
1104074,1.0,1.0
224052,2.0,8.0
547019,2.0,1.0
840954,2.0,2.0
1052642,1.0,1.0
1248306,2.0,1.0
634356,1.0,1.0
1173719,2.0,1.0
209498,2.0,8.0
1061902,2.0,6.0
421019,2.0,1.0
483067,2.0,1.0
1185255,1.0,1.0
504721,1.0,1.0
1308183,1.0,1.0
696007,1.0,9.0
1122972,1.0,1.0
860013,2.0,1.0
1236868,2.0,1.0
1093408,1.0,1.0
352956,2.0,1.0
1595628,1.0,1.0
1408577,2.0,1.0
920357,2.0,1.0
196007,2.0,8.0
604969,2.0,1.0
1623123,1.0,1.0
1002237,1.0,1.0
1308807,2.0,1.0
1577563,2.0,9.0
320016,1.0,1.0
438499,1.0,1.0
1347090,1.0,1.0
490685,2.0,6.0
182911,2.0,2.0
977479,1.0,1.0
1186435,1.0,1.0
303566,2.0,1.0
1541388,2.0,1.0
594201,2.0,1.0
1266216,2.0,1.0
990816,1.0,1.0
586584,2.0,1.0
967102,1.0,1.0
458974,2.0,1.0
1202275,2.0,2.0
322553,2.0,1.0
786015,1.0,1.0
679895,1.0,1.0
958876,2.0,1.0
788046,1.0,1.0
77471,1.0,1.0
1140491,1.0,1.0
828773,1.0,1.0
121787,1.0,6.0
260335,2.0,8.0
1397043,2.0,1.0
498834,1.0,1.0
1300367,1.0,1.0
1006562,2.0,1.0
143210,1.0,1.0
253744,1.0,1.0
1018331,2.0,6.0
254979,1.0,1.0
523558,1.0,1.0
81323,2.0,1.0
112210,1.0,6.0
687991,1.0,1.0
735709,2.0,1.0
717130,2.0,1.0
1366117,2.0,1.0
310249,2.0,6.0
1198617,2.0,1.0
333891,2.0,2.0
414025,2.0,2.0
1636989,1.0,1.0
987928,1.0,1.0
239131,2.0,8.0
1130268,1.0,2.0
828921,1.0,1.0
1233008,1.0,1.0
1413963,2.0,1.0
365404,1.0,1.0
491891,1.0,1.0
1540958,1.0,2.0
1203831,2.0,1.0
897170,1.0,1.0
851018,1.0,1.0
821896,2.0,1.0
916381,2.0,1.0
1306845,1.0,1.0
1626790,1.0,1.0
776999,1.0,1.0
76135,2.0,9.0
214735,1.0,1.0
1479869,1.0,1.0
591419,1.0,1.0
230941,1.0,1.0
1583485,1.0,1.0
385919,1.0,1.0
692877,2.0,6.0
769416,1.0,1.0
406427,1.0,1.0
981237,2.0,1.0
257779,1.0,1.0
1077032,1.0,1.0
809412,1.0,1.0
1189601,1.0,1.0
1314134,2.0,1.0
166677,1.0,1.0
386845,1.0,2.0
40931,2.0,1.0
1064622,1.0,1.0
339207,2.0,1.0
738375,1.0,1.0
506778,2.0,1.0
842940,2.0,2.0
992559,1.0,1.0
250941,1.0,1.0
1247854,2.0,1.0
1333393,1.0,1.0
978593,1.0,1.0
1579814,1.0,1.0
920013,1.0,1.0
471397,2.0,2.0
195514,2.0,1.0
96000,2.0,1.0
1550349,1.0,2.0
421961,1.0,1.0
625619,1.0,1.0
1302177,1.0,9.0
1628348,1.0,1.0
1079590,1.0,9.0
1052243,1.0,2.0
767662,1.0,1.0
439059,1.0,1.0
564445,2.0,1.0
322747,2.0,1.0
891077,1.0,1.0
1657626,1.0,8.0
482102,1.0,1.0
1108167,1.0,1.0
998180,1.0,1.0
1310375,1.0,1.0
970237,1.0,1.0
666053,2.0,1.0
596793,1.0,1.0
1359250,1.0,1.0
83721,2.0,1.0
1371504,2.0,1.0
1042222,2.0,1.0
464406,2.0,1.0
406596,2.0,1.0
1395784,1.0,2.0
1585860,2.0,1.0
882396,1.0,1.0
1490451,2.0,1.0
1367308,2.0,1.0
570504,1.0,1.0
973727,1.0,1.0
